time,voltage
2.6205,0.626
2.621,0.622
2.6215,0.617
2.622,0.613
2.6225,0.608
2.623,0.604
2.6235,0.599
2.624,0.595
2.6245,0.59
2.625,0.586
2.6255,0.581
2.626,0.577
2.6265,0.573
2.627,0.568
2.6275,0.564
2.628,0.559
2.6285,0.555
2.629,0.551
2.6295,0.546
2.63,0.542
2.6305,0.538
2.631,0.533
2.6315,0.529
2.632,0.525
2.6325,0.521
2.633,0.517
2.6335,0.512
2.634,0.508
2.6345,0.504
2.635,0.5
2.6355,0.496
2.636,0.491
2.6365,0.487
2.637,0.483
2.6375,0.479
2.638,0.475
2.6385,0.471
2.639,0.467
2.6395,0.463
2.64,0.459
2.6405,0.455
2.641,0.451
2.6415,0.447
2.642,0.443
2.6425,0.439
2.643,0.435
2.6435,0.431
2.644,0.427
2.6445,0.424
2.645,0.42
2.6455,0.416
2.646,0.412
2.6465,0.408
2.647,0.404
2.6475,0.401
2.648,0.397
2.6485,0.393
2.649,0.389
2.6495,0.386
2.65,0.382
2.6505,0.378
2.651,0.375
2.6515,0.371
2.652,0.367
2.6525,0.364
2.653,0.36
2.6535,0.357
2.654,0.353
2.6545,0.349
2.655,0.346
2.6555,0.342
2.656,0.339
2.6565,0.335
2.657,0.332
2.6575,0.328
2.658,0.325
2.6585,0.322
2.659,0.318
2.6595,0.315
2.66,0.311
2.6605,0.308
2.661,0.305
2.6615,0.301
2.662,0.298
2.6625,0.295
2.663,0.291
2.6635,0.288
2.664,0.285
2.6645,0.282
2.665,0.279
2.6655,0.275
2.666,0.272
2.6665,0.269
2.667,0.266
2.6675,0.263
2.668,0.26
2.6685,0.257
2.669,0.253
2.6695,0.25
2.67,0.247
2.6705,0.244
2.671,0.241
2.6715,0.238
2.672,0.235
2.6725,0.232
2.673,0.23
2.6735,0.227
2.674,0.224
2.6745,0.221
2.675,0.218
2.6755,0.215
2.676,0.212
2.6765,0.21
2.677,0.207
2.6775,0.204
2.678,0.201
2.6785,0.198
2.679,0.196
2.6795,0.193
2.68,0.19
2.6805,0.188
2.681,0.185
2.6815,0.182
2.682,0.18
2.6825,0.177
2.683,0.175
2.6835,0.172
2.684,0.17
2.6845,0.167
2.685,0.164
2.6855,0.162
2.686,0.16
2.6865,0.157
2.687,0.155
2.6875,0.152
2.688,0.15
2.6885,0.147
2.689,0.145
2.6895,0.143
2.69,0.14
2.6905,0.138
2.691,0.136
2.6915,0.134
2.692,0.131
2.6925,0.129
2.693,0.127
2.6935,0.125
2.694,0.123
2.6945,0.12
2.695,0.118
2.6955,0.116
2.696,0.114
2.6965,0.112
2.697,0.11
2.6975,0.108
2.698,0.106
2.6985,0.104
2.699,0.102
2.6995,0.1
2.7,0.098
2.7005,0.096
2.701,0.094
2.7015,0.092
2.702,0.09
2.7025,0.088
2.703,0.087
2.7035,0.085
2.704,0.083
2.7045,0.081
2.705,0.079
2.7055,0.078
2.706,0.076
2.7065,0.074
2.707,0.073
2.7075,0.071
2.708,0.069
2.7085,0.068
2.709,0.066
2.7095,0.064
2.71,0.063
2.7105,0.061
2.711,0.06
2.7115,0.058
2.712,0.057
2.7125,0.055
2.713,0.054
2.7135,0.052
2.714,0.051
2.7145,0.05
2.715,0.048
2.7155,0.047
2.716,0.045
2.7165,0.044
2.717,0.043
2.7175,0.042
2.718,0.04
2.7185,0.039
2.719,0.038
2.7195,0.037
2.72,0.035
2.7205,0.034
2.721,0.033
2.7215,0.032
2.722,0.031
2.7225,0.03
2.723,0.029
2.7235,0.028
2.724,0.027
2.7245,0.026
2.725,0.025
2.7255,0.024
2.726,0.023
2.7265,0.022
2.727,0.021
2.7275,0.02
2.728,0.019
2.7285,0.018
2.729,0.017
2.7295,0.017
2.73,0.016
2.7305,0.015
2.731,0.014
2.7315,0.013
2.732,0.013
2.7325,0.012
2.733,0.011
2.7335,0.011
2.734,0.01
2.7345,0.009
2.735,0.009
2.7355,0.008
2.736,0.008
2.7365,0.007
2.737,0.007
2.7375,0.006
2.738,0.006
2.7385,0.005
2.739,0.005
2.7395,0.004
2.74,0.004
2.7405,0.004
2.741,0.003
2.7415,0.003
2.742,0.003
2.7425,0.002
2.743,0.002
2.7435,0.002
2.744,0.001
2.7445,0.001
2.745,0.001
2.7455,0.001
2.746,0.001
2.7465,0.0
2.747,0.0
2.7475,0.0
2.748,0.0
2.7485,0.0
2.749,0.0
2.7495,0.0
2.75,0.0
2.7505,0.0
2.751,0.0
2.7515,0.0
2.752,0.0
2.7525,0.0
2.753,0.0
2.7535,0.0
2.754,0.001
2.7545,0.001
2.755,0.001
2.7555,0.001
2.756,0.001
2.7565,0.002
2.757,0.002
2.7575,0.002
2.758,0.003
2.7585,0.003
2.759,0.003
2.7595,0.004
2.76,0.004
2.7605,0.004
2.761,0.005
2.7615,0.005
2.762,0.006
2.7625,0.006
2.763,0.007
2.7635,0.007
2.764,0.008
2.7645,0.008
2.765,0.009
2.7655,0.009
2.766,0.01
2.7665,0.011
2.767,0.011
2.7675,0.012
2.768,0.013
2.7685,0.013
2.769,0.014
2.7695,0.015
2.77,0.016
2.7705,0.017
2.771,0.017
2.7715,0.018
2.772,0.019
2.7725,0.02
2.773,0.021
2.7735,0.022
2.774,0.023
2.7745,0.024
2.775,0.025
2.7755,0.026
2.776,0.027
2.7765,0.028
2.777,0.029
2.7775,0.03
2.778,0.031
2.7785,0.032
2.779,0.033
2.7795,0.034
2.78,0.035
2.7805,0.037
2.781,0.038
2.7815,0.039
2.782,0.04
2.7825,0.042
2.783,0.043
2.7835,0.044
2.784,0.045
2.7845,0.047
2.785,0.048
2.7855,0.05
2.786,0.051
2.7865,0.052
2.787,0.054
2.7875,0.055
2.788,0.057
2.7885,0.058
2.789,0.06
2.7895,0.061
2.79,0.063
2.7905,0.064
2.791,0.066
2.7915,0.068
2.792,0.069
2.7925,0.071
2.793,0.073
2.7935,0.074
2.794,0.076
2.7945,0.078
2.795,0.079
2.7955,0.081
2.796,0.083
2.7965,0.085
2.797,0.087
2.7975,0.088
2.798,0.09
2.7985,0.092
2.799,0.094
2.7995,0.096
2.8,0.098
2.8005,0.1
2.801,0.102
2.8015,0.104
2.802,0.106
2.8025,0.108
2.803,0.11
2.8035,0.112
2.804,0.114
2.8045,0.116
2.805,0.118
2.8055,0.12
2.806,0.123
2.8065,0.125
2.807,0.127
2.8075,0.129
2.808,0.131
2.8085,0.134
2.809,0.136
2.8095,0.138
2.81,0.14
2.8105,0.143
2.811,0.145
2.8115,0.147
2.812,0.15
2.8125,0.152
2.813,0.155
2.8135,0.157
2.814,0.16
2.8145,0.162
2.815,0.164
2.8155,0.167
2.816,0.17
2.8165,0.172
2.817,0.175
2.8175,0.177
2.818,0.18
2.8185,0.182
2.819,0.185
2.8195,0.188
2.82,0.19
2.8205,0.193
2.821,0.196
2.8215,0.198
2.822,0.201
2.8225,0.204
2.823,0.207
2.8235,0.21
2.824,0.212
2.8245,0.215
2.825,0.218
2.8255,0.221
2.826,0.224
2.8265,0.227
2.827,0.23
2.8275,0.232
2.828,0.235
2.8285,0.238
2.829,0.241
2.8295,0.244
2.83,0.247
2.8305,0.25
2.831,0.253
2.8315,0.257
2.832,0.26
2.8325,0.263
2.833,0.266
2.8335,0.269
2.834,0.272
2.8345,0.275
2.835,0.279
2.8355,0.282
2.836,0.285
2.8365,0.288
2.837,0.291
2.8375,0.295
2.838,0.298
2.8385,0.301
2.839,0.305
2.8395,0.308
2.84,0.311
2.8405,0.315
2.841,0.318
2.8415,0.322
2.842,0.325
2.8425,0.328
2.843,0.332
2.8435,0.335
2.844,0.339
2.8445,0.342
2.845,0.346
2.8455,0.349
2.846,0.353
2.8465,0.357
2.847,0.36
2.8475,0.364
2.848,0.367
2.8485,0.371
2.849,0.375
2.8495,0.378
2.85,0.382
2.8505,0.386
2.851,0.389
2.8515,0.393
2.852,0.397
2.8525,0.401
2.853,0.404
2.8535,0.408
2.854,0.412
2.8545,0.416
2.855,0.42
2.8555,0.424
2.856,0.427
2.8565,0.431
2.857,0.435
2.8575,0.439
2.858,0.443
2.8585,0.447
2.859,0.451
2.8595,0.455
2.86,0.459
2.8605,0.463
2.861,0.467
2.8615,0.471
2.862,0.475
2.8625,0.479
2.863,0.483
2.8635,0.487
2.864,0.491
2.8645,0.496
2.865,0.5
2.8655,0.504
2.866,0.508
2.8665,0.512
2.867,0.517
2.8675,0.521
2.868,0.525
2.8685,0.529
2.869,0.533
2.8695,0.538
2.87,0.542
2.8705,0.546
2.871,0.551
2.8715,0.555
2.872,0.559
2.8725,0.564
2.873,0.568
2.8735,0.573
2.874,0.577
2.8745,0.581
2.875,0.586
2.8755,0.59
2.876,0.595
2.8765,0.599
2.877,0.604
2.8775,0.608
2.878,0.613
2.8785,0.617
2.879,0.622
2.8795,0.626
2.88,0.631
2.8805,0.635
2.881,0.64
2.8815,0.645
2.882,0.649
2.8825,0.654
2.883,0.659
2.8835,0.663
2.884,0.668
2.8845,0.673
2.885,0.677
2.8855,0.682
2.886,0.687
2.8865,0.692
2.887,0.696
2.8875,0.701
2.888,0.706
2.8885,0.711
2.889,0.715
2.8895,0.72
2.89,0.725
2.8905,0.73
2.891,0.735
2.8915,0.74
2.892,0.745
2.8925,0.75
2.893,0.754
2.8935,0.759
2.894,0.764
2.8945,0.769
2.895,0.774
2.8955,0.779
2.896,0.784
2.8965,0.789
2.897,0.794
2.8975,0.799
2.898,0.804
2.8985,0.809
2.899,0.814
2.8995,0.819
2.9,0.824
2.9005,0.83
2.901,0.835
2.9015,0.84
2.902,0.845
2.9025,0.85
2.903,0.855
2.9035,0.86
2.904,0.865
2.9045,0.871
2.905,0.876
2.9055,0.881
2.906,0.886
2.9065,0.891
2.907,0.897
2.9075,0.902
2.908,0.907
2.9085,0.912
2.909,0.918
2.9095,0.923
2.91,0.928
2.9105,0.934
2.911,0.939
2.9115,0.944
2.912,0.95
2.9125,0.955
2.913,0.96
2.9135,0.966
2.914,0.971
2.9145,0.977
2.915,0.982
2.9155,0.987
2.916,0.993
2.9165,0.998
2.917,1.004
2.9175,1.009
2.918,1.015
2.9185,1.02
2.919,1.025
2.9195,1.031
2.92,1.036
2.9205,1.042
2.921,1.048
2.9215,1.053
2.922,1.059
2.9225,1.064
2.923,1.07
2.9235,1.075
2.924,1.081
2.9245,1.086
2.925,1.092
2.9255,1.098
2.926,1.103
2.9265,1.109
2.927,1.114
2.9275,1.12
2.928,1.126
2.9285,1.131
2.929,1.137
2.9295,1.143
2.93,1.148
2.9305,1.154
2.931,1.16
2.9315,1.166
2.932,1.171
2.9325,1.177
2.933,1.183
2.9335,1.188
2.934,1.194
2.9345,1.2
2.935,1.206
2.9355,1.211
2.936,1.217
2.9365,1.223
2.937,1.229
2.9375,1.235
2.938,1.24
2.9385,1.246
2.939,1.252
2.9395,1.258
2.94,1.264
2.9405,1.27
2.941,1.275
2.9415,1.281
2.942,1.287
2.9425,1.293
2.943,1.299
2.9435,1.305
2.944,1.311
2.9445,1.317
2.945,1.323
2.9455,1.328
2.946,1.334
2.9465,1.34
2.947,1.346
2.9475,1.352
2.948,1.358
2.9485,1.364
2.949,1.37
2.9495,1.376
2.95,1.382
2.9505,1.388
2.951,1.394
2.9515,1.4
2.952,1.406
2.9525,1.412
2.953,1.418
2.9535,1.424
2.954,1.43
2.9545,1.436
2.955,1.442
2.9555,1.448
2.956,1.454
2.9565,1.46
2.957,1.466
2.9575,1.472
2.958,1.478
2.9585,1.484
2.959,1.49
2.9595,1.497
2.96,1.503
2.9605,1.509
2.961,1.515
2.9615,1.521
2.962,1.527
2.9625,1.533
2.963,1.539
2.9635,1.545
2.964,1.551
2.9645,1.558
2.965,1.564
2.9655,1.57
2.966,1.576
2.9665,1.582
2.967,1.588
2.9675,1.594
2.968,1.601
2.9685,1.607
2.969,1.613
2.9695,1.619
2.97,1.625
2.9705,1.631
2.971,1.638
2.9715,1.644
2.972,1.65
2.9725,1.656
2.973,1.662
2.9735,1.669
2.974,1.675
2.9745,1.681
2.975,1.687
2.9755,1.693
2.976,1.7
2.9765,1.706
2.977,1.712
2.9775,1.718
2.978,1.724
2.9785,1.731
2.979,1.737
2.9795,1.743
2.98,1.749
2.9805,1.756
2.981,1.762
2.9815,1.768
2.982,1.774
2.9825,1.781
2.983,1.787
2.9835,1.793
2.984,1.799
2.9845,1.806
2.985,1.812
2.9855,1.818
2.986,1.824
2.9865,1.831
2.987,1.837
2.9875,1.843
2.988,1.849
2.9885,1.856
2.989,1.862
2.9895,1.868
2.99,1.874
2.9905,1.881
2.991,1.887
2.9915,1.893
2.992,1.9
2.9925,1.906
2.993,1.912
2.9935,1.918
2.994,1.925
2.9945,1.931
2.995,1.937
2.9955,1.943
2.996,1.95
2.9965,1.956
2.997,1.962
2.9975,1.969
2.998,1.975
2.9985,1.981
2.999,1.987
2.9995,1.994
3.0,2.0
3.0005,2.006
3.001,2.013
3.0015,2.019
3.002,2.025
3.0025,2.031
3.003,2.038
3.0035,2.044
3.004,2.05
3.0045,2.057
3.005,2.063
3.0055,2.069
3.006,2.075
3.0065,2.082
3.007,2.088
3.0075,2.094
3.008,2.1
3.0085,2.107
3.009,2.113
3.0095,2.119
3.01,2.126
3.0105,2.132
3.011,2.138
3.0115,2.144
3.012,2.151
3.0125,2.157
3.013,2.163
3.0135,2.169
3.014,2.176
3.0145,2.182
3.015,2.188
3.0155,2.194
3.016,2.201
3.0165,2.207
3.017,2.213
3.0175,2.219
3.018,2.226
3.0185,2.232
3.019,2.238
3.0195,2.244
3.02,2.251
3.0205,2.257
3.021,2.263
3.0215,2.269
3.022,2.276
3.0225,2.282
3.023,2.288
3.0235,2.294
3.024,2.3
3.0245,2.307
3.025,2.313
3.0255,2.319
3.026,2.325
3.0265,2.331
3.027,2.338
3.0275,2.344
3.028,2.35
3.0285,2.356
3.029,2.362
3.0295,2.369
3.03,2.375
3.0305,2.381
3.031,2.387
3.0315,2.393
3.032,2.399
3.0325,2.406
3.033,2.412
3.0335,2.418
3.034,2.424
3.0345,2.43
3.035,2.436
3.0355,2.442
3.036,2.449
3.0365,2.455
3.037,2.461
3.0375,2.467
3.038,2.473
3.0385,2.479
3.039,2.485
3.0395,2.491
3.04,2.497
3.0405,2.503
3.041,2.51
3.0415,2.516
3.042,2.522
3.0425,2.528
3.043,2.534
3.0435,2.54
3.044,2.546
3.0445,2.552
3.045,2.558
3.0455,2.564
3.046,2.57
3.0465,2.576
3.047,2.582
3.0475,2.588
3.048,2.594
3.0485,2.6
3.049,2.606
3.0495,2.612
3.05,2.618
3.0505,2.624
3.051,2.63
3.0515,2.636
3.052,2.642
3.0525,2.648
3.053,2.654
3.0535,2.66
3.054,2.666
3.0545,2.672
3.055,2.677
3.0555,2.683
3.056,2.689
3.0565,2.695
3.057,2.701
3.0575,2.707
3.058,2.713
3.0585,2.719
3.059,2.725
3.0595,2.73
3.06,2.736
3.0605,2.742
3.061,2.748
3.0615,2.754
3.062,2.76
3.0625,2.765
3.063,2.771
3.0635,2.777
3.064,2.783
3.0645,2.789
3.065,2.794
3.0655,2.8
3.066,2.806
3.0665,2.812
3.067,2.817
3.0675,2.823
3.068,2.829
3.0685,2.834
3.069,2.84
3.0695,2.846
3.07,2.852
3.0705,2.857
3.071,2.863
3.0715,2.869
3.072,2.874
3.0725,2.88
3.073,2.886
3.0735,2.891
3.074,2.897
3.0745,2.902
3.075,2.908
3.0755,2.914
3.076,2.919
3.0765,2.925
3.077,2.93
3.0775,2.936
3.078,2.941
3.0785,2.947
3.079,2.952
3.0795,2.958
3.08,2.964
3.0805,2.969
3.081,2.975
3.0815,2.98
3.082,2.985
3.0825,2.991
3.083,2.996
3.0835,3.002
3.084,3.007
3.0845,3.013
3.085,3.018
3.0855,3.023
3.086,3.029
3.0865,3.034
3.087,3.04
3.0875,3.045
3.088,3.05
3.0885,3.056
3.089,3.061
3.0895,3.066
3.09,3.072
3.0905,3.077
3.091,3.082
3.0915,3.088
3.092,3.093
3.0925,3.098
3.093,3.103
3.0935,3.109
3.094,3.114
3.0945,3.119
3.095,3.124
3.0955,3.129
3.096,3.135
3.0965,3.14
3.097,3.145
3.0975,3.15
3.098,3.155
3.0985,3.16
3.099,3.165
3.0995,3.17
3.1,3.176
3.1005,3.181
3.101,3.186
3.1015,3.191
3.102,3.196
3.1025,3.201
3.103,3.206
3.1035,3.211
3.104,3.216
3.1045,3.221
3.105,3.226
3.1055,3.231
3.106,3.236
3.1065,3.241
3.107,3.246
3.1075,3.25
3.108,3.255
3.1085,3.26
3.109,3.265
3.1095,3.27
3.11,3.275
3.1105,3.28
3.111,3.285
3.1115,3.289
3.112,3.294
3.1125,3.299
3.113,3.304
3.1135,3.308
3.114,3.313
3.1145,3.318
3.115,3.323
3.1155,3.327
3.116,3.332
3.1165,3.337
3.117,3.341
3.1175,3.346
3.118,3.351
3.1185,3.355
3.119,3.36
3.1195,3.365
3.12,3.369
3.1205,3.374
3.121,3.378
3.1215,3.383
3.122,3.387
3.1225,3.392
3.123,3.396
3.1235,3.401
3.124,3.405
3.1245,3.41
3.125,3.414
3.1255,3.419
3.126,3.423
3.1265,3.427
3.127,3.432
3.1275,3.436
3.128,3.441
3.1285,3.445
3.129,3.449
3.1295,3.454
3.13,3.458
3.1305,3.462
3.131,3.467
3.1315,3.471
3.132,3.475
3.1325,3.479
3.133,3.483
3.1335,3.488
3.134,3.492
3.1345,3.496
3.135,3.5
3.1355,3.504
3.136,3.509
3.1365,3.513
3.137,3.517
3.1375,3.521
3.138,3.525
3.1385,3.529
3.139,3.533
3.1395,3.537
3.14,3.541
3.1405,3.545
3.141,3.549
3.1415,3.553
3.142,3.557
3.1425,3.561
3.143,3.565
3.1435,3.569
3.144,3.573
3.1445,3.576
3.145,3.58
3.1455,3.584
3.146,3.588
3.1465,3.592
3.147,3.596
3.1475,3.599
3.148,3.603
3.1485,3.607
3.149,3.611
3.1495,3.614
3.15,3.618
3.1505,3.622
3.151,3.625
3.1515,3.629
3.152,3.633
3.1525,3.636
3.153,3.64
3.1535,3.643
3.154,3.647
3.1545,3.651
3.155,3.654
3.1555,3.658
3.156,3.661
3.1565,3.665
3.157,3.668
3.1575,3.672
3.158,3.675
3.1585,3.678
3.159,3.682
3.1595,3.685
3.16,3.689
3.1605,3.692
3.161,3.695
3.1615,3.699
3.162,3.702
3.1625,3.705
3.163,3.709
3.1635,3.712
3.164,3.715
3.1645,3.718
3.165,3.721
3.1655,3.725
3.166,3.728
3.1665,3.731
3.167,3.734
3.1675,3.737
3.168,3.74
3.1685,3.743
3.169,3.747
3.1695,3.75
3.17,3.753
3.1705,3.756
3.171,3.759
3.1715,3.762
3.172,3.765
3.1725,3.768
3.173,3.77
3.1735,3.773
3.174,3.776
3.1745,3.779
3.175,3.782
3.1755,3.785
3.176,3.788
3.1765,3.79
3.177,3.793
3.1775,3.796
3.178,3.799
3.1785,3.802
3.179,3.804
3.1795,3.807
3.18,3.81
3.1805,3.812
3.181,3.815
3.1815,3.818
3.182,3.82
3.1825,3.823
3.183,3.825
3.1835,3.828
3.184,3.83
3.1845,3.833
3.185,3.836
3.1855,3.838
3.186,3.84
3.1865,3.843
3.187,3.845
3.1875,3.848
3.188,3.85
3.1885,3.853
3.189,3.855
3.1895,3.857
3.19,3.86
3.1905,3.862
3.191,3.864
3.1915,3.866
3.192,3.869
3.1925,3.871
3.193,3.873
3.1935,3.875
3.194,3.877
3.1945,3.88
3.195,3.882
3.1955,3.884
3.196,3.886
3.1965,3.888
3.197,3.89
3.1975,3.892
3.198,3.894
3.1985,3.896
3.199,3.898
3.1995,3.9
3.2,3.902
3.2005,3.904
3.201,3.906
3.2015,3.908
3.202,3.91
3.2025,3.912
3.203,3.913
3.2035,3.915
3.204,3.917
3.2045,3.919
3.205,3.921
3.2055,3.922
3.206,3.924
3.2065,3.926
3.207,3.927
3.2075,3.929
3.208,3.931
3.2085,3.932
3.209,3.934
3.2095,3.936
3.21,3.937
3.2105,3.939
3.211,3.94
3.2115,3.942
3.212,3.943
3.2125,3.945
3.213,3.946
3.2135,3.948
3.214,3.949
3.2145,3.95
3.215,3.952
3.2155,3.953
3.216,3.955
3.2165,3.956
3.217,3.957
3.2175,3.958
3.218,3.96
3.2185,3.961
3.219,3.962
3.2195,3.963
3.22,3.965
3.2205,3.966
3.221,3.967
3.2215,3.968
3.222,3.969
3.2225,3.97
3.223,3.971
3.2235,3.972
3.224,3.973
3.2245,3.974
3.225,3.975
3.2255,3.976
3.226,3.977
3.2265,3.978
3.227,3.979
3.2275,3.98
3.228,3.981
3.2285,3.982
3.229,3.983
3.2295,3.983
3.23,3.984
3.2305,3.985
3.231,3.986
3.2315,3.987
3.232,3.987
3.2325,3.988
3.233,3.989
3.2335,3.989
3.234,3.99
3.2345,3.991
3.235,3.991
3.2355,3.992
3.236,3.992
3.2365,3.993
3.237,3.993
3.2375,3.994
3.238,3.994
3.2385,3.995
3.239,3.995
3.2395,3.996
3.24,3.996
3.2405,3.996
3.241,3.997
3.2415,3.997
3.242,3.997
3.2425,3.998
3.243,3.998
3.2435,3.998
3.244,3.999
3.2445,3.999
3.245,3.999
3.2455,3.999
3.246,3.999
3.2465,4.0
3.247,4.0
3.2475,4.0
3.248,4.0
3.2485,4.0
3.249,4.0
3.2495,4.0
3.25,4.0
3.2505,4.0
3.251,4.0
3.2515,4.0
3.252,4.0
3.2525,4.0
3.253,4.0
3.2535,4.0
3.254,3.999
3.2545,3.999
3.255,3.999
3.2555,3.999
3.256,3.999
3.2565,3.998
3.257,3.998
3.2575,3.998
3.258,3.997
3.2585,3.997
3.259,3.997
3.2595,3.996
3.26,3.996
3.2605,3.996
3.261,3.995
3.2615,3.995
3.262,3.994
3.2625,3.994
3.263,3.993
3.2635,3.993
3.264,3.992
3.2645,3.992
3.265,3.991
3.2655,3.991
3.266,3.99
3.2665,3.989
3.267,3.989
3.2675,3.988
3.268,3.987
3.2685,3.987
3.269,3.986
3.2695,3.985
3.27,3.984
3.2705,3.983
3.271,3.983
3.2715,3.982
3.272,3.981
3.2725,3.98
3.273,3.979
3.2735,3.978
3.274,3.977
3.2745,3.976
3.275,3.975
3.2755,3.974
3.276,3.973
3.2765,3.972
3.277,3.971
3.2775,3.97
3.278,3.969
3.2785,3.968
3.279,3.967
3.2795,3.966
3.28,3.965
3.2805,3.963
3.281,3.962
3.2815,3.961
3.282,3.96
3.2825,3.958
3.283,3.957
3.2835,3.956
3.284,3.955
3.2845,3.953
3.285,3.952
3.2855,3.95
3.286,3.949
3.2865,3.948
3.287,3.946
3.2875,3.945
3.288,3.943
3.2885,3.942
3.289,3.94
3.2895,3.939
3.29,3.937
3.2905,3.936
3.291,3.934
3.2915,3.932
3.292,3.931
3.2925,3.929
3.293,3.927
3.2935,3.926
3.294,3.924
3.2945,3.922
3.295,3.921
3.2955,3.919
3.296,3.917
3.2965,3.915
3.297,3.913
3.2975,3.912
3.298,3.91
3.2985,3.908
3.299,3.906
3.2995,3.904
3.3,3.902
3.3005,3.9
3.301,3.898
3.3015,3.896
3.302,3.894
3.3025,3.892
3.303,3.89
3.3035,3.888
3.304,3.886
3.3045,3.884
3.305,3.882
3.3055,3.88
3.306,3.877
3.3065,3.875
3.307,3.873
3.3075,3.871
3.308,3.869
3.3085,3.866
3.309,3.864
3.3095,3.862
3.31,3.86
3.3105,3.857
3.311,3.855
3.3115,3.853
3.312,3.85
3.3125,3.848
3.313,3.845
3.3135,3.843
3.314,3.84
3.3145,3.838
3.315,3.836
3.3155,3.833
3.316,3.83
3.3165,3.828
3.317,3.825
3.3175,3.823
3.318,3.82
3.3185,3.818
3.319,3.815
3.3195,3.812
3.32,3.81
3.3205,3.807
3.321,3.804
3.3215,3.802
3.322,3.799
3.3225,3.796
3.323,3.793
3.3235,3.79
3.324,3.788
3.3245,3.785
3.325,3.782
3.3255,3.779
3.326,3.776
3.3265,3.773
3.327,3.77
3.3275,3.768
3.328,3.765
3.3285,3.762
3.329,3.759
3.3295,3.756
3.33,3.753
3.3305,3.75
3.331,3.747
3.3315,3.743
3.332,3.74
3.3325,3.737
3.333,3.734
3.3335,3.731
3.334,3.728
3.3345,3.725
3.335,3.721
3.3355,3.718
3.336,3.715
3.3365,3.712
3.337,3.709
3.3375,3.705
3.338,3.702
3.3385,3.699
3.339,3.695
3.3395,3.692
3.34,3.689
3.3405,3.685
3.341,3.682
3.3415,3.678
3.342,3.675
3.3425,3.672
3.343,3.668
3.3435,3.665
3.344,3.661
3.3445,3.658
3.345,3.654
3.3455,3.651
3.346,3.647
3.3465,3.643
3.347,3.64
3.3475,3.636
3.348,3.633
3.3485,3.629
3.349,3.625
3.3495,3.622
3.35,3.618
3.3505,3.614
3.351,3.611
3.3515,3.607
3.352,3.603
3.3525,3.599
3.353,3.596
3.3535,3.592
3.354,3.588
3.3545,3.584
3.355,3.58
3.3555,3.576
3.356,3.573
3.3565,3.569
3.357,3.565
3.3575,3.561
3.358,3.557
3.3585,3.553
3.359,3.549
3.3595,3.545
3.36,3.541
3.3605,3.537
3.361,3.533
3.3615,3.529
3.362,3.525
3.3625,3.521
3.363,3.517
3.3635,3.513
3.364,3.509
3.3645,3.504
3.365,3.5
3.3655,3.496
3.366,3.492
3.3665,3.488
3.367,3.483
3.3675,3.479
3.368,3.475
3.3685,3.471
3.369,3.467
3.3695,3.462
3.37,3.458
3.3705,3.454
3.371,3.449
3.3715,3.445
3.372,3.441
3.3725,3.436
3.373,3.432
3.3735,3.427
3.374,3.423
3.3745,3.419
3.375,3.414
3.3755,3.41
3.376,3.405
3.3765,3.401
3.377,3.396
3.3775,3.392
3.378,3.387
3.3785,3.383
3.379,3.378
3.3795,3.374
3.38,3.369
3.3805,3.365
3.381,3.36
3.3815,3.355
3.382,3.351
3.3825,3.346
3.383,3.341
3.3835,3.337
3.384,3.332
3.3845,3.327
3.385,3.323
3.3855,3.318
3.386,3.313
3.3865,3.308
3.387,3.304
3.3875,3.299
3.388,3.294
3.3885,3.289
3.389,3.285
3.3895,3.28
3.39,3.275
3.3905,3.27
3.391,3.265
3.3915,3.26
3.392,3.255
3.3925,3.25
3.393,3.246
3.3935,3.241
3.394,3.236
3.3945,3.231
3.395,3.226
3.3955,3.221
3.396,3.216
3.3965,3.211
3.397,3.206
3.3975,3.201
3.398,3.196
3.3985,3.191
3.399,3.186
3.3995,3.181
3.4,3.176
3.4005,3.17
3.401,3.165
3.4015,3.16
3.402,3.155
3.4025,3.15
3.403,3.145
3.4035,3.14
3.404,3.135
3.4045,3.129
3.405,3.124
3.4055,3.119
3.406,3.114
3.4065,3.109
3.407,3.103
3.4075,3.098
3.408,3.093
3.4085,3.088
3.409,3.082
3.4095,3.077
3.41,3.072
3.4105,3.066
3.411,3.061
3.4115,3.056
3.412,3.05
3.4125,3.045
3.413,3.04
3.4135,3.034
3.414,3.029
3.4145,3.023
3.415,3.018
3.4155,3.013
3.416,3.007
3.4165,3.002
3.417,2.996
3.4175,2.991
3.418,2.985
3.4185,2.98
3.419,2.975
3.4195,2.969
3.42,2.964
3.4205,2.958
3.421,2.952
3.4215,2.947
3.422,2.941
3.4225,2.936
3.423,2.93
3.4235,2.925
3.424,2.919
3.4245,2.914
3.425,2.908
3.4255,2.902
3.426,2.897
3.4265,2.891
3.427,2.886
3.4275,2.88
3.428,2.874
3.4285,2.869
3.429,2.863
3.4295,2.857
3.43,2.852
3.4305,2.846
3.431,2.84
3.4315,2.834
3.432,2.829
3.4325,2.823
3.433,2.817
3.4335,2.812
3.434,2.806
3.4345,2.8
3.435,2.794
3.4355,2.789
3.436,2.783
3.4365,2.777
3.437,2.771
3.4375,2.765
3.438,2.76
3.4385,2.754
3.439,2.748
3.4395,2.742
3.44,2.736
3.4405,2.73
3.441,2.725
3.4415,2.719
3.442,2.713
3.4425,2.707
3.443,2.701
